mdb_id,address,street,postalcode,city,lat,lon
2113,"Mainzer Str. 34, 55743 Idar-Oberstein",Mainzer Str. 34,55743,Idar-Oberstein,49.719097,7.3023375
2113,"Neue Straße 2, 55606 Kirn",Neue Straße 2,55606,Kirn,49.787153,7.458288883528644
1674,,,,,,
2399,,,,,,
1832,"Baumhofstraße 21, 97282 Marktheidenfeld",Baumhofstraße 21,97282,Marktheidenfeld,49.84665495,9.608594492967288
2115,"Bahnhofstr. 1, 34590 Wabern",Bahnhofstr. 1,34590,Wabern,51.1034329,9.3580668
2116,"Hauptstraße 46, 79639 Grenzach-Wyhlen",Hauptstraße 46,79639,Grenzach-Wyhlen,47.5533504,7.6614468
1426,"Franziskanerstr. 14, 81669 München",Franziskanerstr. 14,81669,München,48.1267725,11.5919659
2604,"Großer Plan 27, 29221 Celle",Großer Plan 27,29221,Celle,52.6229108,10.08134756316739
2120,"Mariakronstraße 12-14, 18437 Stralsund",Mariakronstraße 12-14,18437,Stralsund,54.3149744,13.077178
2121,,,,,,
1833,,,,,,
2400,"Wandsbeker Königstraße 66, 22041 Hamburg",Wandsbeker Königstraße 66,22041,Hamburg,53.5757273,10.0624634
2401,,,,,,
2122,,,,,,
2123,"Margarete-Reichl-Straße 6, 85354 Freising",Margarete-Reichl-Straße 6,85354,Freising,48.3709414,11.7033069
2123,"Lilienthalstraße 19a, 85296 Rohrbach",Lilienthalstraße 19a,85296,Rohrbach,48.609311,11.5785649
2402,"Petrusstraße 1, 54292 Trier",Petrusstraße 1,54292,Trier,49.75978565,6.645886836697986
2403,,,,,,
217,"Parkstraße 31, 59425 Unna",Parkstraße 31,59425,Unna,51.544125449999996,7.689724655481209
1578,,,,,,
2404,,,,,,
2125,,,,,,
1839,"Jägergasse 2, 85408 Gammelsdorf",Jägergasse 2,85408,Gammelsdorf,48.5537421,11.9449235
2127,"Unter Käster 1, 50667 Köln",Unter Käster 1,50667,Köln,50.9375418,6.9600612
1840,"Winzererstraße 27, 80797 München",Winzererstraße 27,80797,München,48.1590936,11.5609257
2405,,,,,,
2406,"Am Kirchplatz 4, 26441 Jever",Am Kirchplatz 4,26441,Jever,53.5736684,7.9015955
1738,"Wasserstraße 5, 40213 Düsseldorf",Wasserstraße 5,40213,Düsseldorf,51.218103049999996,6.772081029517162
2128,"Eichhofstraße 27-29, 24116 Kiel",Eichhofstraße 27-29,24116,Kiel,54.33294465,10.10642805263158
2129,,,,,,
1433,"Hofhalde 12, 78462 Konstanz",Hofhalde 12,78462,Konstanz,47.6627165,9.1754397
1845,"Großschmiedestraße 9, 23966 Wismar",Großschmiedestraße 9,23966,Wismar,53.89119545,11.46819239240947
1845,"Dammchausssee 3, 18209 Bad Doberan",Dammchausssee 3,18209,Bad Doberan,,
1845,"Lange Straße 40, 19370 Parchim",Lange Straße 40,19370,Parchim,53.4281023,11.844693041104474
1434,"Untere Neckarstrasse 50, 74072 Heilbronn",Untere Neckarstrasse 50,74072,Heilbronn,49.1450148,9.217780451691542
2407,,,,,,
1551,"Untere Husemannstr. 38, 59425 Unna",Untere Husemannstr. 38,59425,Unna,51.5417746,7.685615
2408,,,,,,
2132,,,,,,
2134,,,,,,
2409,"Untere Marktstraße 6, 71634 Ludwigsburg",Untere Marktstraße 6,71634,Ludwigsburg,48.89840975,9.191695196401731
1851,"Oststr. 1, 49477 Ibbenbüren",Oststr. 1,49477,Ibbenbüren,52.2759028,7.7187578
2410,,,,,,
2411,,,,,,
1853,"Kapellenstraße 17, 76437 Rastatt",Kapellenstraße 17,76437,Rastatt,48.8564005,8.206690604058757
2412,,,,,,
2413,"Brudergasse 6, 07318 Saalfeld",Brudergasse 6,07318,Saalfeld,50.647389,11.3593268
2413,"Rudolf-Breitscheid-Str. 4, 07768 Kahla",Rudolf-Breitscheid-Str. 4,07768,Kahla,50.8033722,11.5892269
1720,,,,,,
2415,"Brüderstraße 1, 16278 Angermünde",Brüderstraße 1,16278,Angermünde,53.016988749999996,14.003402184250687
2415,"Mühlenstr. 5d, 15517 Fürstenwalde",Mühlenstr. 5d,15517,Fürstenwalde,52.3578,14.0631469
1996,"Wichernstr. 10, 89073 Ulm",Wichernstr. 10,89073,Ulm,48.4009303,10.0029033
2416,,,,,,
1557,,,,,,
2139,"Hochstr. 17, 47228 Duisburg",Hochstr. 17,47228,Duisburg,51.416099700000004,6.709273806974558
2417,,,,,,
1567,,,,,,
2140,,,,,,
1709,"Senior-Blumenberg-Gang 1, 30159 Hannover",Senior-Blumenberg-Gang 1,30159,Hannover,52.3700008,9.7390456
1855,,,,,,
2418,,,,,,
2141,"Erthalstraße 14, 63739 Aschaffenburg",Erthalstraße 14,63739,Aschaffenburg,49.9777806,9.1432402
2419,,,,,,
1640,,,,,,
1580,"Windthorststr. 7, 48143 Münster",Windthorststr. 7,48143,Münster,51.95687595,7.633236085002993
2142,"Parkstraße 5, 04895 Falkenberg/Elster",Parkstraße 5,04895,Falkenberg/Elster,,
2420,,,,,,
1374,"Lange Straße 27, 29644 Walsrode",Lange Straße 27,29644,Walsrode,52.8608656,9.5893556
2421,,,,,,
2422,"Turmstraße 81, 10551 Berlin",Turmstraße 81,10551,Berlin,52.5264175,13.337195
2145,,,,,,
2423,,,,,,
1730,"Meisenweg 1, 27245 Kirchdorf",Meisenweg 1,27245,Kirchdorf,52.59842285,8.84202235377155
1730,"Syker Straße 40, 27211 Bassum",Syker Straße 40,27211,Bassum,52.85521715,8.735403693984157
1734,"Aaraustraße 15, 72762 Reutlingen",Aaraustraße 15,72762,Reutlingen,48.4860995,9.2020232
2146,"Baaderstraße 59, 80469 München",Baaderstraße 59,80469,München,48.128534,11.576476215274152
2424,,,,,,
2148,,,,,,
1441,,,,,,
1860,"Hauptstraße 28, 08056 Zwickau",Hauptstraße 28,08056,Zwickau,,
1368,"Kniebos 3, 82378 Traunstein",Kniebos 3,82378,Traunstein,,
2147,"Woldegker Straße 27, 17033 Neubrandenburg",Woldegker Straße 27,17033,Neubrandenburg,53.5591399,13.2751834
2147,"Lilienthal-Center, Markt 7, 17389 Anklam",Lilienthal-Center Markt 7,17389,Anklam,,
2149,,,,,,
1859,"Alte Sattelfabrik 2, 61350 Bad Homburg",Alte Sattelfabrik 2,61350,Bad Homburg,50.240426799999995,8.606297250000008
1859,"Kapellenstraße 4, 65555 Limburg an der Lahn",Kapellenstraße 4,65555,Limburg an der Lahn,50.4094742,8.064677491606448
2425,"Rehlingstraße 16a, 79100 Freiburg",Rehlingstraße 16a,79100,Freiburg,47.9902233,7.839464664850427
1442,"Kleine Wilhelmstr. 2bb, 06406 Bernburg (Saale)",Kleine Wilhelmstr. 2bb,06406,Bernburg (Saale),51.7965456,11.7402999
1442,"Friedrich-Ebert-Str. 22, 06366 Köthen (Anhalt)",Friedrich-Ebert-Str. 22,06366,Köthen (Anhalt),51.7534798,11.9872789
2426,"Wasserstraße 2, 15374 Müncheberg",Wasserstraße 2,15374,Müncheberg,52.5033499,14.1394641
2151,"Mühlenstraße 44, 03046 Cottbus",Mühlenstraße 44,03046,Cottbus,51.7596336,14.334034468096643
2427,"Lauteschlägerstraße 38, 64289 Darmstadt",Lauteschlägerstraße 38,64289,Darmstadt,49.8780109,8.660248175676209
2428,,,,,,
2152,"Stadtplatz 12B, 86551 Aichach",Stadtplatz 12B,86551,Aichach,48.45899175,11.130889368072243
2152,"Zum Maierhof 2, 86650 Wemding",Zum Maierhof 2,86650,Wemding,48.8755659,10.7245941
1050,,,,,,
2429,"Bahnhof 1C, 38300 Wolfenbüttel",Bahnhof 1C,38300,Wolfenbüttel,52.1596747,10.5327122
2429,"Riesentrapp 14, 38226 Salzgitter",Riesentrapp 14,38226,Salzgitter,52.158110949999994,10.317018454958413
2602,,,,,,
1344,"Westliche Karl-Friedrich-Str. 104, 75172 Pforzheim",Westliche Karl-Friedrich-Str. 104,75172,Pforzheim,48.8921926,8.6930894
1174,"Regentenstr. 11, 41061 Mönchengladbach",Regentenstr. 11,41061,Mönchengladbach,51.1968521,6.4336758
2430,"Bürgelstraße 1, 39104 Magdeburg",Bürgelstraße 1,39104,Magdeburg,52.1218252,11.6329718
2603,"Bahnstraße 50, 45468 Mülheim",Bahnstraße 50,45468,Mülheim,51.42992445,6.884440966753465
2431,,,,,,
2432,"Walderseestraße 21, 30177 Hannover",Walderseestraße 21,30177,Hannover,52.39251335,9.761184457982715
2154,,,,,,
2433,"Goebenstraße 3, 10783 Berlin-Schöneberg",Goebenstraße 3,10783,Berlin-Schöneberg,52.4939557,13.362203
1327,"Kolonnenstraße 53, 10829 Berlin",Kolonnenstraße 53,10829,Berlin,52.4859327,13.3621361
2156,"Postfach 20 01 16, 37086 Göttingen",Postfach 20 01 16,37086,Göttingen,,
1329,,,,,,
2434,,,,,,
2435,,,,,,
1599,"Deininger Straße 1, 86720 Nördlingen",Deininger Straße 1,86720,Nördlingen,48.85138145,10.49162297389806
2436,,,,,,
2437,,,,,,
2438,,,,,,
1865,"Eduard-Bayerlein-Str. 5, 95445 Bayreuth",Eduard-Bayerlein-Str. 5,95445,Bayreuth,49.94965055,11.570258728781512
1451,"Mülheimer Freiheit 132, 51063 Köln",Mülheimer Freiheit 132,51063,Köln,50.966961999999995,7.00149072014806
1561,,,,,,
2159,"Spiegelgasse 5, 93047 Regensburg",Spiegelgasse 5,93047,Regensburg,49.01757365,12.094237766040374
2160,"Arnoldplatz 33, 04319 Leipzig",Arnoldplatz 33,04319,Leipzig,51.348349150000004,12.492097476165343
2161,"Ebertplatz 23, 50668 Köln",Ebertplatz 23,50668,Köln,50.9511104,6.958645
2295,"Frankfurter Str. 45, 15907 Lübben",Frankfurter Str. 45,15907,Lübben,51.94507485,13.915790620599083
2295,"Am Markt 33, 14943 Luckenwalde",Am Markt 33,14943,Luckenwalde,,
1453,"Steinachstr. 3b, 97080 Würzburg",Steinachstr. 3b,97080,Würzburg,49.79852545,9.91168275
1866,"Rudolf-Walther-Straße 4, 63584 Gründau",Rudolf-Walther-Straße 4,63584,Gründau,50.2029313,9.1347381
2439,"Keltergasse 47, 74653 Künzelsau",Keltergasse 47,74653,Künzelsau,49.279415150000005,9.688928809362066
1867,"Otto-von-Guericke-Straße 65, 39104 Magdeburg",Otto-von-Guericke-Straße 65,39104,Magdeburg,52.1243316,11.6287384
2440,,,,,,
1569,,,,,,
1869,"Bahnhofstr 2, 85560 Ebersberg",Bahnhofstr 2,85560,Ebersberg,48.0776739,11.9702827
1869,"Katharina-Fischer-Platz 2, 85435 Erding",Katharina-Fischer-Platz 2,85435,Erding,48.305674999999994,11.905982277831058
2442,,,,,,
2443,,,,,,
2445,"Niddastraße 108, 60329 Frankfurt am Main",Niddastraße 108,60329,Frankfurt am Main,50.10707845,8.656915733578042
2444,,,,,,
2446,,,,,,
2447,"Wendenstraße 10, 31785 Hameln",Wendenstraße 10,31785,Hameln,52.103195,9.3542949
2162,"Obergrünewalder Straße 10, 42103 Wuppertal",Obergrünewalder Straße 10,42103,Wuppertal,51.255993450000005,7.137336176791159
1872,"Knodestraße 3, 63741 Aschaffenburg",Knodestraße 3,63741,Aschaffenburg,49.98322845,9.150413332252352
2163,"Bensberger Str. 99, 51469 Bergisch Gladbach",Bensberger Str. 99,51469,Bergisch Gladbach,50.9851927,7.134327466603056
1752,,,,,,
2164,"Heidelbergerstraße 90B, 74080 Heilbronn",Heidelbergerstraße 90B,74080,Heilbronn,49.146175,9.1851128
1631,,,,,,
1196,,,,,,
1241,"Zingster Straße 12, 13051 Berlin",Zingster Straße 12,13051,Berlin,52.5656769,13.5032319
2449,,,,,,
2166,"Adamstraße 2, 80636 München",Adamstraße 2,80636,München,48.148836,11.5485116
2167,"Alter Markt 8, 53879 Euskirchen",Alter Markt 8,53879,Euskirchen,50.6615738,6.787036
2450,"Diekampstraße 37, 44787 Bochum",Diekampstraße 37,44787,Bochum,51.4799006,7.211284
2450,"Freiheitstraße 6, 44866 Wattenscheid",Freiheitstraße 6,44866,Wattenscheid,51.4814829,7.1348542
1605,"Kolonnenstr. 4, 10827 Berlin",Kolonnenstr. 4,10827,Berlin,52.4863439,13.3590769
1243,"Klepperstr. 19, 83026 Rosenheim",Klepperstr. 19,83026,Rosenheim,47.848073150000005,12.118492447917873
2451,,,,,,
2452,"Luitpoldstr. 6, 91207 Lauf a.d. Pegnitz",Luitpoldstr. 6,91207,Lauf a.d. Pegnitz,49.5077163,11.2813891
2453,"Hagener Str. 81, 58769 Nachrodt-Wiblingwerde",Hagener Str. 81,58769,Nachrodt-Wiblingwerde,51.33805715,7.635398748036317
2453,"Elisabethstraße 32, 58636 Iserlohn",Elisabethstraße 32,58636,Iserlohn,51.37712795,7.707196136958607
1621,,,,,,
1703,"Bahnhofstr. 9, 66538 Neunkirchen/ Saar",Bahnhofstr. 9,66538,Neunkirchen/ Saar,,
1703,"Nauwieserstr. 9, 66111 Saarbrücken",Nauwieserstr. 9,66111,Saarbrücken,49.2357918,6.9999142
2454,,,,,,
2455,"Kernerstraße 211, 75323 Bad Wildbad",Kernerstraße 211,75323,Bad Wildbad,48.737981250000004,8.545079467444218
2290,"Leiningerstraße 12, 67098 Bad Dürkheim",Leiningerstraße 12,67098,Bad Dürkheim,49.4596666,8.1671513
2290,"Maximilianstraße 31, 67433 Neustadt a.d. Weinstraße",Maximilianstraße 31,67433,Neustadt a.d. Weinstraße,49.3564347,8.1473827
2290,"Gutenbergstraße 11, 67346 Speyer",Gutenbergstraße 11,67346,Speyer,49.3186957,8.4321094
1876,"Altmarkt 4, 08209 Auerbach",Altmarkt 4,08209,Auerbach,50.5095204,12.3999998
1876,"Rädelstraße 2, 08523 Plauen",Rädelstraße 2,08523,Plauen,50.4981468,12.1365886
2456,"Tilly-Schanzen-Straße 15, 17033 Neubrandenburg",Tilly-Schanzen-Straße 15,17033,Neubrandenburg,53.5585721,13.2764536
2457,,,,,,
2173,,,,,,
2174,"Apothekergässchen 1, 64646 Heppenheim",Apothekergässchen 1,64646,Heppenheim,,
2459,,,,,,
2302,"Kleekamp 2, 22335 Hamburg",Kleekamp 2,22335,Hamburg,53.6320309,10.0261221
2460,,,,,,
2461,,,,,,
1458,"Jörg-Ratgeb-Straße 23, 75173 Pforzheim",Jörg-Ratgeb-Straße 23,75173,Pforzheim,48.8895565,8.6969686
1601,"Schulstraße 2a, 28870 Ottersberg/Posthausen",Schulstraße 2a,28870,Ottersberg/Posthausen,,
1601,"Bahnhofstraße 33a, 27711 Osterholz-Scharmbeck",Bahnhofstraße 33a,27711,Osterholz-Scharmbeck,53.2239764,8.7976323
1347,,,,,,
2463,,,,,,
2462,,,,,,
2464,,,,,,
2465,,,,,,
779,"Hauptstraße 71-73, 64625 Bensheim",Hauptstraße 71-73,64625,Bensheim,49.67943285,8.621369017652981
779,"Schönbacher Straße 5, 64646 Heppenheim",Schönbacher Straße 5,64646,Heppenheim,49.6482623,8.6348955
2595,"Großer Plan 27, 29221 Celle",Großer Plan 27,29221,Celle,52.6229108,10.08134756316739
2595,"Lüneburger Str. 42, 29525 Uelzen",Lüneburger Str. 42,29525,Uelzen,52.9676646,10.561167356803153
2466,"Friedensplatz 4, 26122 Oldenburg",Friedensplatz 4,26122,Oldenburg,53.1416393,8.2075785
2468,"Le-Puy-Straße 17, 59872 Meschede",Le-Puy-Straße 17,59872,Meschede,51.3488515,8.2799727
2469,,,,,,
1882,"Weckerlingplatz 1, 67547 Worms",Weckerlingplatz 1,67547,Worms,49.6284684,8.3583664
1882,"St. Georgen-Str. 50, 55232 Alzey",St. Georgen-Str. 50,55232,Alzey,49.743822,8.1151855
2178,"Dorotheenstraße 56, 10117 Berlin",Dorotheenstraße 56,10117,Berlin,52.5187914,13.3871576
2470,,,,,,
2471,,,,,,
1652,"Heger-Tor-Wall 23, 49078 Osnabrück",Heger-Tor-Wall 23,49078,Osnabrück,52.2744934,8.0393712
1463,"Odeonstraße 15/16, 30159 Hannover",Odeonstraße 15/16,30159,Hannover,,
2472,,,,,,
1883,"Hagenstraße 39, 45894 Gelsenkirchen",Hagenstraße 39,45894,Gelsenkirchen,51.580034600000005,7.050512854539385
2473,"Sickingenstraße 7-9, 34117 Kassel",Sickingenstraße 7-9,34117,Kassel,51.32039015,9.49471348813787
2473,"Rabanusstr. 35, 36037 Fulda",Rabanusstr. 35,36037,Fulda,50.549963,9.6816707
1885,"Arthur-Fitger-Straße 10, 27749 Delmenhorst",Arthur-Fitger-Straße 10,27749,Delmenhorst,53.045915449999995,8.63560288581311
1625,,,,,,
2184,"St.-Annen-Str. 2, 26441 Jever",St.-Annen-Str. 2,26441,Jever,53.573907750000004,7.899887029981266
2474,"Heilbronner Straße 43, 70191 Stuttgart",Heilbronner Straße 43,70191,Stuttgart,48.7903854,9.1804243
2181,"Bahnhofsplatz 4, 26122 Oldenburg",Bahnhofsplatz 4,26122,Oldenburg,53.1429182,8.2220279
2183,"Markt 9, 52249 Eschweiler",Markt 9,52249,Eschweiler,50.8202321,6.2700786
2475,,,,,,
1718,"Lübecker Straße 6, 19053 Schwerin",Lübecker Straße 6,19053,Schwerin,53.62881235,11.409813704232466
2476,,,,,,
2477,,,,,,
2186,,,,,,
2187,"Rosenstraße 26, 88212 Ravensburg",Rosenstraße 26,88212,Ravensburg,47.7833999,9.612750240738029
1888,"Altenhaßlauer Str. 21, 63571 Gelnhausen",Altenhaßlauer Str. 21,63571,Gelnhausen,50.1965496,9.193973592018907
1469,"Gieselerwall 2, 38100 Braunschweig",Gieselerwall 2,38100,Braunschweig,52.2583017,10.5162748
2188,"Alter Markt 7, 18439 Stralsund",Alter Markt 7,18439,Stralsund,54.31627845,13.089670827157494
2188,"Doberaner Str. 13, 18057 Rostock",Doberaner Str. 13,18057,Rostock,54.0881962,12.1225998
1470,"Dresdner Str. 38, 09130 Chemnitz",Dresdner Str. 38,09130,Chemnitz,50.8353691,12.9306756
1470,"Altmarkt 13A, 08523 Plauen",Altmarkt 13A,08523,Plauen,50.4938317,12.1354137
2478,"Martinstraße 49, 57462 Olpe,",Martinstraße 49 57462 Olpe,57462,"Olpe,",51.02950715,7.8517216256461015
2478,"Friedrichstraße 21, 58507 Lüdenscheid",Friedrichstraße 21,58507,Lüdenscheid,51.2193154,7.6263832
2479,"Bleibtreustraße 33, 10707 Berlin",Bleibtreustraße 33,10707,Berlin,52.5006068,13.3194947
2480,,,,,,
2190,"Johann-Friedrich-Böttger-Str. 10, 06886 Lutherstadt Wittenberg",Johann-Friedrich-Böttger-Str. 10,06886,Lutherstadt Wittenberg,51.87401165,12.64243776481225
2190,"Markt 23, 06917 Jessen (Elster)",Markt 23,06917,Jessen (Elster),51.7850792,12.9570885
1291,"Ludwig-Erhard-Straße 9a, 91052 Erlangen",Ludwig-Erhard-Straße 9a,91052,Erlangen,49.5905837,11.034291768181038
1556,,,,,,
2192,"Jakobikirchpl. 2, 09111 Chemnitz",Jakobikirchpl. 2,09111,Chemnitz,50.83330485,12.91878171336005
1889,"Bochumer Str. 26, 44623 Herne",Bochumer Str. 26,44623,Herne,51.534525099999996,7.225657119993734
2194,,,,,,
1309,"Magnusstr. 18b, 50672 Köln",Magnusstr. 18b,50672,Köln,50.9403642,6.9444619
2481,"Mauritzstr. 4-6, 48143 Münster",Mauritzstr. 4-6,48143,Münster,51.9628502,7.6322475
2482,,,,,,
2483,,,,,,
2195,"Burchardstr. 21, 20095 Hamburg",Burchardstr. 21,20095,Hamburg,53.5492119,9.999661474378678
2484,"Wallstr. 5, 08606 Oelsnitz/ Vogtland",Wallstr. 5,08606,Oelsnitz/ Vogtland,,
2196,"Holstenstraße 10a, 25335 Elmshorn",Holstenstraße 10a,25335,Elmshorn,53.7551182,9.6569816
2486,,,,,,
2485,,,,,,
2198,"Lollfuß 60, 24837 Schleswig",Lollfuß 60,24837,Schleswig,54.51433495,9.552541047314325
1077,"Kölner Landstr. 304, 52351 Düren",Kölner Landstr. 304,52351,Düren,50.8109978,6.5104327
2199,,,,,,
1622,,,,,,
1529,"Oppenheimer Straße 17, 60594 Frankfurt/ Main",Oppenheimer Straße 17,60594,Frankfurt/ Main,,
2487,"Von der Tann Str. 1, 95028 Hof",Von der Tann Str. 1,95028,Hof,50.3134498,11.9118282450311
2488,"Am Freiheitsplatz 6, 63450 Hanau",Am Freiheitsplatz 6,63450,Hanau,50.13579665,8.918613866402982
1895,"Schafhausener Str. 42, 52525 Heinsberg",Schafhausener Str. 42,52525,Heinsberg,51.0587634,6.106222853656433
1898,,,,,,
1899,"Krummacher Straße 33, 47051 Duisburg",Krummacher Straße 33,47051,Duisburg,51.42811835,6.762685171513258
1735,,,,,,
2489,,,,,,
2201,"Mainzer Straße 5, 66111 Saarbrücken",Mainzer Straße 5,66111,Saarbrücken,49.2316295,6.9993412
1896,"Freyung 618, 84028 Landshut",Freyung 618,84028,Landshut,48.5350673,12.156116
1896,"Weinbergerstraße 2, 93326 Abensberg",Weinbergerstraße 2,93326,Abensberg,48.8155454,11.8463249
2202,,,,,,
1475,"Südwall 26, 29221 Celle",Südwall 26,29221,Celle,52.62200255,10.082212720792484
2490,,,,,,
2203,,,,,,
2491,,,,,,
1900,"Steinweg 5, 38518 Gifhorn",Steinweg 5,38518,Gifhorn,52.48763325,10.546125426451171
1900,"Freiligrathstraße 4, 31224 Peine",Freiligrathstraße 4,31224,Peine,52.32696425,10.233266174606158
2492,"Schloßstraße 8, 38100 Braunschweig",Schloßstraße 8,38100,Braunschweig,52.26165399999999,10.528918613527203
2493,,,,,,
2494,"Friedrichstraße 22a, 15537 Erkner",Friedrichstraße 22a,15537,Erkner,52.4213253,13.7531152
2494,"Eisenbahnstraße 9, 15517 Fürstenwalde/Spree",Eisenbahnstraße 9,15517,Fürstenwalde/Spree,,
2494,"Saarlouiser Straße 31, 15890 Eisenhüttenstadt",Saarlouiser Straße 31,15890,Eisenhüttenstadt,52.1442443,14.6282353
2494,"Große Scharrnstraße 11a, 15230 Frankfurt (Oder)",Große Scharrnstraße 11a,15230,Frankfurt (Oder),52.3455381,14.5527876
1085,"Henny-Porten-Straße 10-12, 12627 Berlin",Henny-Porten-Straße 10-12,12627,Berlin,52.5390345,13.6037181
1571,"Uhlandstr. 79, 10717 Berlin",Uhlandstr. 79,10717,Berlin,52.4903094,13.3227517
2495,"In den Kolonnaden 1, 61231 Bad Nauheim",In den Kolonnaden 1,61231,Bad Nauheim,50.3657472,8.7423695
2496,,,,,,
2205,"Stuttgarter Allee 18, 04209 Leipzig",Stuttgarter Allee 18,04209,Leipzig,51.3164588,12.2920181
2206,,,,,,
2207,"Friedrichstraße 53, 95448 Bayreuth",Friedrichstraße 53,95448,Bayreuth,49.9371015,11.5769794
1991,,,,,,
2498,"Karl-Liebknecht Straße 91, 04275 Leipzig",Karl-Liebknecht Straße 91,04275,Leipzig,51.321931,12.3738559
2210,"Verdistraße 135, 81247 München",Verdistraße 135,81247,München,48.1643932,11.460597893776217
2499,"Obere Badgasse 6, 90518 Altdorf",Obere Badgasse 6,90518,Altdorf,49.3860793,11.3561737
2211,"Leinpfad 74, 22299 Hamburg",Leinpfad 74,22299,Hamburg,53.587951000000004,9.998078553211013
2500,"Goetersstraße 54, 41747 Viersen",Goetersstraße 54,41747,Viersen,51.2599274,6.3917169
2213,"Hesseröder Straße 11, 99734 Nordhausen",Hesseröder Straße 11,99734,Nordhausen,51.502117,10.7831924
2213,"Hauptstraße 41, 99706 Sondershausen",Hauptstraße 41,99706,Sondershausen,51.3711785,10.873856203145088
2214,,,,,,
1908,"Brüderweg 10-12, 44135 Dortmund",Brüderweg 10-12,44135,Dortmund,51.5149822,7.4741846
1909,,,,,,
